"","cell_ID","cell_types"
"c_1_63_1116","c_1_63_1116","Acinar.1"
"c_1_63_1172","c_1_63_1172","Beta cells"
"c_1_63_1284","c_1_63_1284","Acinar.2"
"c_1_63_1300","c_1_63_1300","Acinar.1"
"c_1_63_1339","c_1_63_1339","Acinar.1"
"c_1_63_1379","c_1_63_1379","Beta cells"
"c_1_63_1419","c_1_63_1419","Alpha cells"
"c_1_63_1450","c_1_63_1450","Acinar.1"
"c_1_63_148","c_1_63_148","Acinar.1"
"c_1_63_1481","c_1_63_1481","Quiescent stellate"
"c_1_63_1576","c_1_63_1576","Acinar.1"
"c_1_63_1582","c_1_63_1582","Ductal"
"c_1_63_1693","c_1_63_1693","Ductal"
"c_1_63_1757","c_1_63_1757","Acinar.1"
"c_1_63_1804","c_1_63_1804","Acinar.1"
"c_1_63_1894","c_1_63_1894","Acinar.1"
"c_1_63_191","c_1_63_191","Acinar.1"
"c_1_63_194","c_1_63_194","Acinar.1"
"c_1_63_2026","c_1_63_2026","Acinar.1"
"c_1_63_2062","c_1_63_2062","Acinar.1"
"c_1_63_2126","c_1_63_2126","Acinar.1"
"c_1_63_2263","c_1_63_2263","Acinar.1"
"c_1_63_2326","c_1_63_2326","Acinar.1"
"c_1_63_2362","c_1_63_2362","Acinar.1"
"c_1_63_2376","c_1_63_2376","Beta cells"
"c_1_63_2406","c_1_63_2406","Acinar.1"
"c_1_63_259","c_1_63_259","Acinar.1"
"c_1_63_326","c_1_63_326","Acinar.1"
"c_1_63_487","c_1_63_487","Delta cells"
"c_1_63_494","c_1_63_494","Acinar.1"
"c_1_63_504","c_1_63_504","Acinar.2"
"c_1_63_537","c_1_63_537","Quiescent stellate"
"c_1_63_539","c_1_63_539","Quiescent stellate"
"c_1_63_653","c_1_63_653","Acinar.1"
"c_1_63_679","c_1_63_679","Acinar.1"
"c_1_63_759","c_1_63_759","Acinar.1"
"c_1_63_778","c_1_63_778","Acinar.2"
"c_1_63_785","c_1_63_785","Acinar.1"
"c_1_63_851","c_1_63_851","Acinar.1"
"c_1_63_865","c_1_63_865","Acinar.1"
"c_1_64_1017","c_1_64_1017","Acinar.2"
"c_1_64_1047","c_1_64_1047","Active stellate"
"c_1_64_1278","c_1_64_1278","Acinar.2"
"c_1_64_1305","c_1_64_1305","Acinar.1"
"c_1_64_1398","c_1_64_1398","Acinar.1"
"c_1_64_140","c_1_64_140","Acinar.1"
"c_1_64_1414","c_1_64_1414","Macrophage"
"c_1_64_1431","c_1_64_1431","Acinar.2"
"c_1_64_1501","c_1_64_1501","Acinar.1"
"c_1_64_1503","c_1_64_1503","Acinar.2"
"c_1_64_1532","c_1_64_1532","Acinar.2"
"c_1_64_1604","c_1_64_1604","Acinar.1"
"c_1_64_168","c_1_64_168","Acinar.1"
"c_1_64_1750","c_1_64_1750","Acinar.1"
"c_1_64_1796","c_1_64_1796","Acinar.1"
"c_1_64_1805","c_1_64_1805","Ductal"
"c_1_64_1819","c_1_64_1819","Acinar.1"
"c_1_64_182","c_1_64_182","Macrophage"
"c_1_64_1835","c_1_64_1835","Acinar.2"
"c_1_64_1837","c_1_64_1837","Acinar.2"
"c_1_64_1908","c_1_64_1908","Acinar.1"
"c_1_64_1987","c_1_64_1987","Ductal"
"c_1_64_2041","c_1_64_2041","Acinar.1"
"c_1_64_2070","c_1_64_2070","Acinar.1"
"c_1_64_2129","c_1_64_2129","Acinar.1"
"c_1_64_2186","c_1_64_2186","Acinar.1"
"c_1_64_2305","c_1_64_2305","Acinar.1"
"c_1_64_2385","c_1_64_2385","Acinar.1"
"c_1_64_2391","c_1_64_2391","Acinar.1"
"c_1_64_2490","c_1_64_2490","Acinar.1"
"c_1_64_2506","c_1_64_2506","Acinar.1"
"c_1_64_262","c_1_64_262","Quiescent stellate"
"c_1_64_2810","c_1_64_2810","Acinar.2"
"c_1_64_417","c_1_64_417","Acinar.1"
"c_1_64_453","c_1_64_453","Acinar.1"
"c_1_64_460","c_1_64_460","Ductal"
"c_1_64_630","c_1_64_630","Acinar.1"
"c_1_64_685","c_1_64_685","Quiescent stellate"
"c_1_64_742","c_1_64_742","Acinar.1"
"c_1_64_798","c_1_64_798","Acinar.1"
"c_1_64_810","c_1_64_810","Acinar.2"
"c_1_64_816","c_1_64_816","Acinar.2"
"c_1_64_876","c_1_64_876","Acinar.1"
"c_1_64_914","c_1_64_914","Acinar.1"
"c_1_64_926","c_1_64_926","Acinar.1"
"c_1_65_1055","c_1_65_1055","Acinar.1"
"c_1_65_114","c_1_65_114","Acinar.1"
"c_1_65_1212","c_1_65_1212","Acinar.1"
"c_1_65_1241","c_1_65_1241","Acinar.1"
"c_1_65_1258","c_1_65_1258","Acinar.1"
"c_1_65_1302","c_1_65_1302","Acinar.1"
"c_1_65_1338","c_1_65_1338","Acinar.2"
"c_1_65_1407","c_1_65_1407","Acinar.1"
"c_1_65_1568","c_1_65_1568","Active stellate"
"c_1_65_1574","c_1_65_1574","Ductal"
"c_1_65_1576","c_1_65_1576","Acinar.1"
"c_1_65_1604","c_1_65_1604","Acinar.1"
"c_1_65_1632","c_1_65_1632","Acinar.1"
"c_1_65_1636","c_1_65_1636","Acinar.1"
"c_1_65_1692","c_1_65_1692","Ductal"
"c_1_65_1733","c_1_65_1733","Active stellate"
"c_1_65_1743","c_1_65_1743","Acinar.1"
"c_1_65_1793","c_1_65_1793","Acinar.1"
"c_1_65_1795","c_1_65_1795","Acinar.1"
"c_1_65_1848","c_1_65_1848","Acinar.1"
"c_1_65_1857","c_1_65_1857","Acinar.1"
"c_1_65_1920","c_1_65_1920","Acinar.1"
"c_1_65_2023","c_1_65_2023","Ductal"
"c_1_65_203","c_1_65_203","Alpha cells"
"c_1_65_2068","c_1_65_2068","Acinar.2"
"c_1_65_208","c_1_65_208","Alpha cells"
"c_1_65_2101","c_1_65_2101","Acinar.1"
"c_1_65_214","c_1_65_214","Ductal"
"c_1_65_2149","c_1_65_2149","Acinar.1"
"c_1_65_2188","c_1_65_2188","Acinar.1"
"c_1_65_2213","c_1_65_2213","Acinar.1"
"c_1_65_2223","c_1_65_2223","Macrophage"
"c_1_65_2304","c_1_65_2304","Acinar.1"
"c_1_65_2388","c_1_65_2388","Acinar.1"
"c_1_65_2404","c_1_65_2404","Acinar.2"
"c_1_65_2420","c_1_65_2420","Acinar.1"
"c_1_65_2437","c_1_65_2437","Acinar.1"
"c_1_65_2449","c_1_65_2449","Acinar.1"
"c_1_65_2559","c_1_65_2559","Ductal"
"c_1_65_2560","c_1_65_2560","Acinar.1"
"c_1_65_2741","c_1_65_2741","Acinar.2"
"c_1_65_2766","c_1_65_2766","Acinar.1"
"c_1_65_286","c_1_65_286","Acinar.1"
"c_1_65_287","c_1_65_287","Acinar.2"
"c_1_65_332","c_1_65_332","Acinar.1"
"c_1_65_343","c_1_65_343","Acinar.1"
"c_1_65_398","c_1_65_398","Acinar.1"
"c_1_65_446","c_1_65_446","Alpha cells"
"c_1_65_475","c_1_65_475","Acinar.1"
"c_1_65_488","c_1_65_488","Ductal"
"c_1_65_551","c_1_65_551","Acinar.1"
"c_1_65_710","c_1_65_710","Acinar.1"
"c_1_65_784","c_1_65_784","Beta cells"
"c_1_65_793","c_1_65_793","Ductal"
"c_1_65_802","c_1_65_802","Acinar.1"
"c_1_65_809","c_1_65_809","Acinar.1"
"c_1_65_92","c_1_65_92","Acinar.1"
"c_1_66_1001","c_1_66_1001","Quiescent stellate"
"c_1_66_1013","c_1_66_1013","Ductal"
"c_1_66_1068","c_1_66_1068","Acinar.2"
"c_1_66_1090","c_1_66_1090","Ductal"
"c_1_66_1226","c_1_66_1226","Ductal"
"c_1_66_1319","c_1_66_1319","Ductal"
"c_1_66_1415","c_1_66_1415","Quiescent stellate"
"c_1_66_1532","c_1_66_1532","Ductal"
"c_1_66_1671","c_1_66_1671","Quiescent stellate"
"c_1_66_1686","c_1_66_1686","Acinar.1"
"c_1_66_1862","c_1_66_1862","Acinar.1"
"c_1_66_1877","c_1_66_1877","Acinar.1"
"c_1_66_1886","c_1_66_1886","Ductal"
"c_1_66_1905","c_1_66_1905","Quiescent stellate"
"c_1_66_1925","c_1_66_1925","Acinar.1"
"c_1_66_1927","c_1_66_1927","Acinar.1"
"c_1_66_1944","c_1_66_1944","Ductal"
"c_1_66_2002","c_1_66_2002","Acinar.2"
"c_1_66_2030","c_1_66_2030","Acinar.1"
"c_1_66_2082","c_1_66_2082","Acinar.1"
"c_1_66_2171","c_1_66_2171","Acinar.2"
"c_1_66_2240","c_1_66_2240","Acinar.1"
"c_1_66_2496","c_1_66_2496","Ductal"
"c_1_66_2568","c_1_66_2568","Acinar.1"
"c_1_66_2603","c_1_66_2603","Acinar.1"
"c_1_66_293","c_1_66_293","Acinar.1"
"c_1_66_434","c_1_66_434","Ductal"
"c_1_66_455","c_1_66_455","Acinar.1"
"c_1_66_460","c_1_66_460","Acinar.1"
"c_1_66_476","c_1_66_476","Acinar.1"
"c_1_66_493","c_1_66_493","Quiescent stellate"
"c_1_66_508","c_1_66_508","Acinar.1"
"c_1_66_589","c_1_66_589","Acinar.1"
"c_1_66_644","c_1_66_644","Acinar.1"
"c_1_66_645","c_1_66_645","Acinar.1"
"c_1_66_656","c_1_66_656","Acinar.1"
"c_1_66_694","c_1_66_694","Ductal"
"c_1_66_703","c_1_66_703","Ductal"
"c_1_66_769","c_1_66_769","Ductal"
"c_1_66_817","c_1_66_817","Acinar.1"
"c_1_66_830","c_1_66_830","Acinar.1"
"c_1_66_952","c_1_66_952","Ductal"
"c_1_66_986","c_1_66_986","Acinar.1"
"c_1_67_1082","c_1_67_1082","Acinar.1"
"c_1_67_110","c_1_67_110","Acinar.1"
"c_1_67_1162","c_1_67_1162","Acinar.1"
"c_1_67_119","c_1_67_119","Acinar.1"
"c_1_67_1195","c_1_67_1195","Acinar.1"
"c_1_67_1255","c_1_67_1255","Acinar.1"
"c_1_67_127","c_1_67_127","Acinar.1"
"c_1_67_139","c_1_67_139","Acinar.1"
"c_1_67_1515","c_1_67_1515","Acinar.1"
"c_1_67_1525","c_1_67_1525","Active stellate"
"c_1_67_1529","c_1_67_1529","Acinar.1"
"c_1_67_1534","c_1_67_1534","Acinar.1"
"c_1_67_1649","c_1_67_1649","Ductal"
"c_1_67_1660","c_1_67_1660","Acinar.2"
"c_1_67_1835","c_1_67_1835","Acinar.2"
"c_1_67_1922","c_1_67_1922","Acinar.1"
"c_1_67_1960","c_1_67_1960","Acinar.1"
"c_1_67_1986","c_1_67_1986","Quiescent stellate"
"c_1_67_2009","c_1_67_2009","Acinar.1"
"c_1_67_204","c_1_67_204","Acinar.1"
"c_1_67_2095","c_1_67_2095","Acinar.1"
"c_1_67_2096","c_1_67_2096","Quiescent stellate"
"c_1_67_2199","c_1_67_2199","Acinar.1"
"c_1_67_2285","c_1_67_2285","Acinar.1"
"c_1_67_2298","c_1_67_2298","Acinar.1"
"c_1_67_2457","c_1_67_2457","Beta cells"
"c_1_67_2465","c_1_67_2465","Acinar.1"
"c_1_67_261","c_1_67_261","Acinar.1"
"c_1_67_345","c_1_67_345","Acinar.1"
"c_1_67_35","c_1_67_35","Quiescent stellate"
"c_1_67_476","c_1_67_476","Acinar.1"
"c_1_67_516","c_1_67_516","Acinar.1"
"c_1_67_520","c_1_67_520","Delta cells"
"c_1_67_712","c_1_67_712","Acinar.1"
"c_1_67_766","c_1_67_766","Acinar.1"
"c_1_67_845","c_1_67_845","Acinar.1"
"c_1_67_928","c_1_67_928","Acinar.1"
"c_1_68_1000","c_1_68_1000","Acinar.2"
"c_1_68_1047","c_1_68_1047","Ductal"
"c_1_68_1091","c_1_68_1091","Quiescent stellate"
"c_1_68_112","c_1_68_112","Acinar.2"
"c_1_68_1375","c_1_68_1375","Ductal"
"c_1_68_1403","c_1_68_1403","Acinar.1"
"c_1_68_1421","c_1_68_1421","Acinar.1"
"c_1_68_1539","c_1_68_1539","Acinar.1"
"c_1_68_1584","c_1_68_1584","Acinar.1"
"c_1_68_1627","c_1_68_1627","Ductal"
"c_1_68_181","c_1_68_181","Beta cells"
"c_1_68_1938","c_1_68_1938","Ductal"
"c_1_68_1949","c_1_68_1949","Acinar.1"
"c_1_68_2037","c_1_68_2037","Acinar.1"
"c_1_68_2103","c_1_68_2103","Acinar.1"
"c_1_68_2210","c_1_68_2210","Acinar.1"
"c_1_68_2213","c_1_68_2213","Acinar.1"
"c_1_68_2250","c_1_68_2250","Acinar.1"
"c_1_68_236","c_1_68_236","Ductal"
"c_1_68_2405","c_1_68_2405","Acinar.1"
"c_1_68_2514","c_1_68_2514","Acinar.1"
"c_1_68_253","c_1_68_253","Beta cells"
"c_1_68_254","c_1_68_254","Acinar.1"
"c_1_68_2544","c_1_68_2544","Acinar.1"
"c_1_68_2579","c_1_68_2579","Acinar.2"
"c_1_68_2591","c_1_68_2591","Acinar.2"
"c_1_68_2705","c_1_68_2705","Acinar.2"
"c_1_68_2733","c_1_68_2733","Acinar.1"
"c_1_68_289","c_1_68_289","Ductal"
"c_1_68_389","c_1_68_389","Alpha cells"
"c_1_68_397","c_1_68_397","Active stellate"
"c_1_68_418","c_1_68_418","Acinar.1"
"c_1_68_520","c_1_68_520","Quiescent stellate"
"c_1_68_640","c_1_68_640","Acinar.1"
"c_1_68_643","c_1_68_643","Acinar.1"
"c_1_68_684","c_1_68_684","Acinar.1"
"c_1_68_721","c_1_68_721","Acinar.1"
"c_1_68_925","c_1_68_925","Acinar.1"
"c_1_68_951","c_1_68_951","Acinar.1"
"c_1_68_984","c_1_68_984","Acinar.1"
"c_1_51_1005","c_1_51_1005","Acinar.2"
"c_1_51_1008","c_1_51_1008","Active stellate"
"c_1_51_1026","c_1_51_1026","Acinar.1"
"c_1_51_1032","c_1_51_1032","Acinar.1"
"c_1_51_1039","c_1_51_1039","Beta cells"
"c_1_51_1045","c_1_51_1045","Acinar.1"
"c_1_51_1051","c_1_51_1051","Quiescent stellate"
"c_1_51_1057","c_1_51_1057","Quiescent stellate"
"c_1_51_1093","c_1_51_1093","Macrophage"
"c_1_51_1104","c_1_51_1104","Acinar.1"
"c_1_51_1106","c_1_51_1106","Acinar.1"
"c_1_51_1110","c_1_51_1110","Quiescent stellate"
"c_1_51_1112","c_1_51_1112","Active stellate"
"c_1_51_1156","c_1_51_1156","Acinar.1"
"c_1_51_1160","c_1_51_1160","Quiescent stellate"
"c_1_51_1201","c_1_51_1201","Active stellate"
"c_1_51_1208","c_1_51_1208","Active stellate"
"c_1_51_1231","c_1_51_1231","Active stellate"
"c_1_51_1253","c_1_51_1253","Acinar.1"
"c_1_51_1262","c_1_51_1262","Quiescent stellate"
"c_1_51_1269","c_1_51_1269","Acinar.2"
"c_1_51_1271","c_1_51_1271","Ductal"
"c_1_51_1276","c_1_51_1276","Active stellate"
"c_1_51_1278","c_1_51_1278","Macrophage"
"c_1_51_1285","c_1_51_1285","Active stellate"
"c_1_51_1296","c_1_51_1296","Quiescent stellate"
"c_1_51_1308","c_1_51_1308","Active stellate"
"c_1_51_1309","c_1_51_1309","Acinar.1"
"c_1_51_1319","c_1_51_1319","Acinar.1"
"c_1_51_1324","c_1_51_1324","Quiescent stellate"
"c_1_51_1331","c_1_51_1331","Quiescent stellate"
"c_1_51_1341","c_1_51_1341","Acinar.1"
"c_1_51_1344","c_1_51_1344","Ductal"
"c_1_51_1349","c_1_51_1349","Quiescent stellate"
"c_1_51_1363","c_1_51_1363","Active stellate"
"c_1_51_1379","c_1_51_1379","Acinar.1"
"c_1_51_1412","c_1_51_1412","Quiescent stellate"
"c_1_51_1429","c_1_51_1429","Acinar.1"
"c_1_51_1433","c_1_51_1433","Quiescent stellate"
"c_1_51_1436","c_1_51_1436","Quiescent stellate"
"c_1_51_1437","c_1_51_1437","Quiescent stellate"
"c_1_51_1438","c_1_51_1438","Acinar.1"
"c_1_51_1443","c_1_51_1443","Beta cells"
"c_1_51_1461","c_1_51_1461","Acinar.1"
"c_1_51_1464","c_1_51_1464","Acinar.1"
"c_1_51_1479","c_1_51_1479","Quiescent stellate"
"c_1_51_1481","c_1_51_1481","Acinar.1"
"c_1_51_1484","c_1_51_1484","Acinar.1"
"c_1_51_1491","c_1_51_1491","Ductal"
"c_1_51_1499","c_1_51_1499","Ductal"
"c_1_51_1512","c_1_51_1512","Acinar.1"
"c_1_51_153","c_1_51_153","Quiescent stellate"
"c_1_51_1532","c_1_51_1532","Acinar.1"
"c_1_51_1534","c_1_51_1534","Active stellate"
"c_1_51_1535","c_1_51_1535","Ductal"
"c_1_51_1537","c_1_51_1537","Acinar.2"
"c_1_51_1560","c_1_51_1560","Acinar.1"
"c_1_51_1561","c_1_51_1561","Quiescent stellate"
"c_1_51_1570","c_1_51_1570","Quiescent stellate"
"c_1_51_1577","c_1_51_1577","Quiescent stellate"
"c_1_51_1589","c_1_51_1589","Acinar.1"
"c_1_51_160","c_1_51_160","Acinar.1"
"c_1_51_1610","c_1_51_1610","Quiescent stellate"
"c_1_51_1614","c_1_51_1614","Ductal"
"c_1_51_1648","c_1_51_1648","Quiescent stellate"
"c_1_51_1649","c_1_51_1649","Acinar.1"
"c_1_51_1656","c_1_51_1656","Quiescent stellate"
"c_1_51_1685","c_1_51_1685","Acinar.1"
"c_1_51_1690","c_1_51_1690","Acinar.1"
"c_1_51_1709","c_1_51_1709","Acinar.1"
"c_1_51_1717","c_1_51_1717","Quiescent stellate"
"c_1_51_1720","c_1_51_1720","Quiescent stellate"
"c_1_51_1736","c_1_51_1736","Quiescent stellate"
"c_1_51_174","c_1_51_174","Macrophage"
"c_1_51_1762","c_1_51_1762","Quiescent stellate"
"c_1_51_1774","c_1_51_1774","Quiescent stellate"
"c_1_51_1808","c_1_51_1808","Acinar.1"
"c_1_51_1826","c_1_51_1826","Acinar.1"
"c_1_51_1828","c_1_51_1828","Acinar.1"
"c_1_51_1888","c_1_51_1888","Acinar.1"
"c_1_51_1892","c_1_51_1892","Acinar.2"
"c_1_51_1905","c_1_51_1905","Active stellate"
"c_1_51_1908","c_1_51_1908","Active stellate"
"c_1_51_1913","c_1_51_1913","Quiescent stellate"
"c_1_51_1954","c_1_51_1954","Beta cells"
"c_1_51_1967","c_1_51_1967","Delta cells"
"c_1_51_197","c_1_51_197","Ductal"
"c_1_51_1971","c_1_51_1971","Active stellate"
"c_1_51_1980","c_1_51_1980","Acinar.2"
"c_1_51_1986","c_1_51_1986","Ductal"
"c_1_51_1990","c_1_51_1990","Acinar.1"
"c_1_51_2039","c_1_51_2039","Acinar.1"
"c_1_51_2053","c_1_51_2053","Quiescent stellate"
"c_1_51_2059","c_1_51_2059","Acinar.1"
"c_1_51_2067","c_1_51_2067","Acinar.1"
"c_1_51_2093","c_1_51_2093","Acinar.1"
"c_1_51_21","c_1_51_21","Acinar.1"
"c_1_51_2116","c_1_51_2116","Acinar.1"
"c_1_51_2157","c_1_51_2157","Acinar.1"
"c_1_51_2164","c_1_51_2164","Quiescent stellate"
"c_1_51_2198","c_1_51_2198","Acinar.1"
"c_1_51_2239","c_1_51_2239","Acinar.1"
"c_1_51_2240","c_1_51_2240","Quiescent stellate"
"c_1_51_2252","c_1_51_2252","Quiescent stellate"
"c_1_51_2256","c_1_51_2256","Quiescent stellate"
"c_1_51_2269","c_1_51_2269","Quiescent stellate"
"c_1_51_2273","c_1_51_2273","Acinar.1"
"c_1_51_229","c_1_51_229","Acinar.1"
"c_1_51_2304","c_1_51_2304","Acinar.1"
"c_1_51_2308","c_1_51_2308","Acinar.1"
"c_1_51_2350","c_1_51_2350","Acinar.1"
"c_1_51_2353","c_1_51_2353","Acinar.1"
"c_1_51_236","c_1_51_236","Acinar.1"
"c_1_51_2377","c_1_51_2377","Quiescent stellate"
"c_1_51_2382","c_1_51_2382","Acinar.1"
"c_1_51_239","c_1_51_239","Acinar.1"
"c_1_51_2394","c_1_51_2394","Acinar.1"
"c_1_51_241","c_1_51_241","Quiescent stellate"
"c_1_51_2413","c_1_51_2413","Quiescent stellate"
"c_1_51_2415","c_1_51_2415","Acinar.1"
"c_1_51_242","c_1_51_242","Ductal"
"c_1_51_2420","c_1_51_2420","Acinar.1"
"c_1_51_2422","c_1_51_2422","Acinar.1"
"c_1_51_243","c_1_51_243","Acinar.1"
"c_1_51_2430","c_1_51_2430","Acinar.1"
"c_1_51_2431","c_1_51_2431","Acinar.1"
"c_1_51_2435","c_1_51_2435","Acinar.1"
"c_1_51_2437","c_1_51_2437","Quiescent stellate"
"c_1_51_2481","c_1_51_2481","Acinar.1"
"c_1_51_2487","c_1_51_2487","Acinar.1"
"c_1_51_2534","c_1_51_2534","Ductal"
"c_1_51_254","c_1_51_254","Acinar.1"
"c_1_51_2563","c_1_51_2563","Acinar.1"
"c_1_51_2570","c_1_51_2570","Quiescent stellate"
"c_1_51_2573","c_1_51_2573","Acinar.1"
"c_1_51_2574","c_1_51_2574","Acinar.1"
"c_1_51_2582","c_1_51_2582","Quiescent stellate"
"c_1_51_296","c_1_51_296","Quiescent stellate"
"c_1_51_299","c_1_51_299","Active stellate"
"c_1_51_301","c_1_51_301","Acinar.1"
"c_1_51_324","c_1_51_324","Acinar.1"
"c_1_51_346","c_1_51_346","Quiescent stellate"
"c_1_51_348","c_1_51_348","Quiescent stellate"
"c_1_51_354","c_1_51_354","Acinar.1"
"c_1_51_358","c_1_51_358","Quiescent stellate"
"c_1_51_360","c_1_51_360","Quiescent stellate"
"c_1_51_370","c_1_51_370","Acinar.1"
"c_1_51_372","c_1_51_372","Active stellate"
"c_1_51_393","c_1_51_393","Active stellate"
"c_1_51_395","c_1_51_395","Quiescent stellate"
"c_1_51_396","c_1_51_396","Quiescent stellate"
"c_1_51_398","c_1_51_398","Acinar.1"
"c_1_51_408","c_1_51_408","Quiescent stellate"
"c_1_51_467","c_1_51_467","Active stellate"
"c_1_51_47","c_1_51_47","Acinar.1"
"c_1_51_475","c_1_51_475","Acinar.1"
"c_1_51_48","c_1_51_48","Acinar.1"
"c_1_51_487","c_1_51_487","Quiescent stellate"
"c_1_51_511","c_1_51_511","Quiescent stellate"
"c_1_51_518","c_1_51_518","Acinar.1"
"c_1_51_528","c_1_51_528","Quiescent stellate"
"c_1_51_529","c_1_51_529","Acinar.1"
"c_1_51_534","c_1_51_534","Acinar.1"
"c_1_51_536","c_1_51_536","Quiescent stellate"
"c_1_51_546","c_1_51_546","Ductal"
"c_1_51_553","c_1_51_553","Acinar.1"
"c_1_51_61","c_1_51_61","Quiescent stellate"
"c_1_51_634","c_1_51_634","Quiescent stellate"
"c_1_51_645","c_1_51_645","Quiescent stellate"
"c_1_51_650","c_1_51_650","Acinar.2"
"c_1_51_653","c_1_51_653","Quiescent stellate"
"c_1_51_668","c_1_51_668","Ductal"
"c_1_51_687","c_1_51_687","Quiescent stellate"
"c_1_51_710","c_1_51_710","Acinar.1"
"c_1_51_716","c_1_51_716","Acinar.1"
"c_1_51_727","c_1_51_727","Acinar.2"
"c_1_51_75","c_1_51_75","Quiescent stellate"
"c_1_51_76","c_1_51_76","Quiescent stellate"
"c_1_51_775","c_1_51_775","Acinar.1"
"c_1_51_808","c_1_51_808","Quiescent stellate"
"c_1_51_829","c_1_51_829","Acinar.2"
"c_1_51_857","c_1_51_857","Active stellate"
"c_1_51_86","c_1_51_86","Acinar.1"
"c_1_51_874","c_1_51_874","Acinar.2"
"c_1_51_883","c_1_51_883","Quiescent stellate"
"c_1_51_886","c_1_51_886","Quiescent stellate"
"c_1_51_890","c_1_51_890","Ductal"
"c_1_51_897","c_1_51_897","Acinar.2"
"c_1_51_898","c_1_51_898","Acinar.2"
"c_1_51_899","c_1_51_899","Acinar.1"
"c_1_51_935","c_1_51_935","Active stellate"
"c_1_51_949","c_1_51_949","Acinar.1"
"c_1_51_951","c_1_51_951","Acinar.2"
"c_1_51_958","c_1_51_958","Ductal"
"c_1_51_959","c_1_51_959","Acinar.2"
"c_1_52_1018","c_1_52_1018","Ductal"
"c_1_52_1025","c_1_52_1025","Acinar.1"
"c_1_52_1026","c_1_52_1026","Acinar.1"
"c_1_52_1042","c_1_52_1042","Acinar.1"
"c_1_52_1054","c_1_52_1054","Beta cells"
"c_1_52_1061","c_1_52_1061","Acinar.1"
"c_1_52_1104","c_1_52_1104","Ductal"
"c_1_52_1139","c_1_52_1139","Ductal"
"c_1_52_1149","c_1_52_1149","Quiescent stellate"
"c_1_52_1164","c_1_52_1164","Acinar.1"
"c_1_52_1178","c_1_52_1178","Quiescent stellate"
"c_1_52_1183","c_1_52_1183","Acinar.1"
"c_1_52_1186","c_1_52_1186","Gamma cells"
"c_1_52_1190","c_1_52_1190","Acinar.1"
"c_1_52_12","c_1_52_12","Acinar.1"
"c_1_52_1207","c_1_52_1207","Acinar.1"
"c_1_52_1216","c_1_52_1216","Quiescent stellate"
"c_1_52_1220","c_1_52_1220","Quiescent stellate"
"c_1_52_1232","c_1_52_1232","Acinar.2"
"c_1_52_1237","c_1_52_1237","Quiescent stellate"
"c_1_52_1250","c_1_52_1250","Ductal"
"c_1_52_1268","c_1_52_1268","Acinar.1"
"c_1_52_1292","c_1_52_1292","Acinar.1"
"c_1_52_1302","c_1_52_1302","Acinar.2"
"c_1_52_1322","c_1_52_1322","Active stellate"
"c_1_52_1337","c_1_52_1337","Alpha cells"
"c_1_52_1340","c_1_52_1340","Active stellate"
"c_1_52_1347","c_1_52_1347","Acinar.1"
"c_1_52_1355","c_1_52_1355","Acinar.1"
"c_1_52_1381","c_1_52_1381","Active stellate"
"c_1_52_1408","c_1_52_1408","Acinar.1"
"c_1_52_1432","c_1_52_1432","Acinar.2"
"c_1_52_144","c_1_52_144","Acinar.2"
"c_1_52_1447","c_1_52_1447","Acinar.1"
"c_1_52_1451","c_1_52_1451","Active stellate"
"c_1_52_1453","c_1_52_1453","Acinar.1"
"c_1_52_1482","c_1_52_1482","Quiescent stellate"
"c_1_52_154","c_1_52_154","Quiescent stellate"
"c_1_52_1544","c_1_52_1544","Acinar.1"
"c_1_52_158","c_1_52_158","Acinar.1"
"c_1_52_1582","c_1_52_1582","Quiescent stellate"
"c_1_52_1585","c_1_52_1585","Quiescent stellate"
"c_1_52_1591","c_1_52_1591","Quiescent stellate"
"c_1_52_1592","c_1_52_1592","Acinar.1"
"c_1_52_1594","c_1_52_1594","Acinar.1"
"c_1_52_1596","c_1_52_1596","Quiescent stellate"
"c_1_52_1618","c_1_52_1618","Ductal"
"c_1_52_1627","c_1_52_1627","Active stellate"
"c_1_52_1630","c_1_52_1630","Acinar.1"
"c_1_52_1640","c_1_52_1640","Macrophage"
"c_1_52_1647","c_1_52_1647","Quiescent stellate"
"c_1_52_1656","c_1_52_1656","Quiescent stellate"
"c_1_52_172","c_1_52_172","Acinar.1"
"c_1_52_1734","c_1_52_1734","Quiescent stellate"
"c_1_52_1736","c_1_52_1736","Acinar.2"
"c_1_52_1740","c_1_52_1740","Beta cells"
"c_1_52_1750","c_1_52_1750","Acinar.1"
"c_1_52_1767","c_1_52_1767","Quiescent stellate"
"c_1_52_180","c_1_52_180","Acinar.1"
"c_1_52_1810","c_1_52_1810","Quiescent stellate"
"c_1_52_1816","c_1_52_1816","Quiescent stellate"
"c_1_52_1839","c_1_52_1839","Active stellate"
"c_1_52_1855","c_1_52_1855","Quiescent stellate"
"c_1_52_1863","c_1_52_1863","Acinar.2"
"c_1_52_1892","c_1_52_1892","Acinar.1"
"c_1_52_1895","c_1_52_1895","Quiescent stellate"
"c_1_52_1906","c_1_52_1906","Beta cells"
"c_1_52_191","c_1_52_191","Acinar.1"
"c_1_52_1916","c_1_52_1916","Alpha cells"
"c_1_52_192","c_1_52_192","Ductal"
"c_1_52_1937","c_1_52_1937","Acinar.1"
"c_1_52_1949","c_1_52_1949","Acinar.1"
"c_1_52_1956","c_1_52_1956","Active stellate"
